make,model,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,injury_severity,aircraft_damage,broad_phase_of_flight,weather_condition,number_of_engines,engine_type,aircraft_category
Boeing,737-291,0.0,0.0,0.0,102.0,Incident,Minor,Takeoff,VMC,2.0,Turbo Fan,Airplane
Cessna,152,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,T210N,0.0,0.0,1.0,3.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Beech,90,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,2.0,Turbo Prop,Airplane
Piper,PA-28-161,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Boeing Stearman,A75-300N1,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,IMC,1.0,Reciprocating,Airplane
Breezy,RLU1,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,IMC,1.0,Reciprocating,Airplane
Cessna,T207,0.0,0.0,0.0,5.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Schleicher,ASW-20,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Takeoff,VMC,0.0,Unknown,Glider
Grumman,G-164B,0.0,0.0,0.0,3.0,Non-Fatal,Minor,Taxi,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Piper,PA-38-112,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Aeronca,11BC,0.0,0.0,2.0,0.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Piper,PA-22,0.0,2.0,0.0,0.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Beech,95-A55,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Beech,C23,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Descent,VMC,1.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Cessna,195A,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Grumman,G164B,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-12,0.0,0.0,1.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,R172K,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Bellanca,8KCAB,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Grumman,AA-5A,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Hughes,369D,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Turbo Shaft,Helicopter
Piper,PA-38,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,1.0,0.0,Non-Fatal,Destroyed,Descent,IMC,1.0,Reciprocating,Airplane
Piper,PA-25-235,0.0,0.0,1.0,0.0,Incident,Minor,Maneuvering,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Go-around,VMC,1.0,Reciprocating,Airplane
Cessna,172K,0.0,0.0,2.0,1.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-23-250,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Cruise,VMC,2.0,Reciprocating,Airplane
Cessna,172M,0.0,3.0,0.0,1.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Bell,206B,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Turbo Shaft,Helicopter
Eiriavion Oy,PIK-20D,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,UNK,0.0,Unknown,Glider
Bell,47G-3B-L,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Takeoff,VMC,1.0,Reciprocating,Helicopter
Piper,PA-20,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,185F,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-12,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-22-160,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,188,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,UNK,1.0,Reciprocating,Airplane
Piper,PA 28-181,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Mooney,M20J,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Eagle,DW-1,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,172M,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Hughes,369HS,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Turbo Shaft,Helicopter
Cessna,310R,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Approach,VMC,2.0,Reciprocating,Airplane
Cessna,T188C,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Aerospatiale,SA-315B,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Turbo Shaft,Helicopter
Piper,PA-28-235,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,140,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-20,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,421C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Grumman,AA-1,1.0,0.0,0.0,0.0,Fatal(1),Substantial,Cruise,IMC,1.0,Reciprocating,Airplane
Enstrom,F280,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Helicopter
Condor,150L,0.0,0.0,1.0,1.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,182A,0.0,0.0,0.0,3.0,Non-Fatal,Minor,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Aerospatiale,SA-341G,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Turbo Shaft,Helicopter
Cessna,172N,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Hiller,12E,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Helicopter
Quickie,QUICKIE,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
De Havilland,DH-114,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Taxi,VMC,4.0,Reciprocating,Airplane
Piper,PA-36-285,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Beech,E55,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Approach,VMC,2.0,Reciprocating,Airplane
Bell,206B,0.0,0.0,1.0,1.0,Non-Fatal,Destroyed,Maneuvering,VMC,1.0,Turbo Shaft,Helicopter
Piper,PA-18,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Boeing,E75,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-25-260C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Enstrom,F-28,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Helicopter
Grumman American,AA-5A,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,IMC,1.0,Reciprocating,Airplane
Cessna,180H,2.0,1.0,2.0,0.0,Fatal(2),Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,172A,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA32-300,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Climb,IMC,1.0,Reciprocating,Airplane
Champion,7ECA,0.0,0.0,0.0,2.0,Non-Fatal,Destroyed,Approach,VMC,1.0,Reciprocating,Airplane
Boeing,737-291,0.0,0.0,33.0,0.0,Incident,Minor,Approach,IMC,2.0,Turbo Fan,Airplane
Cessna,150J,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,210J,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Approach,VMC,1.0,Reciprocating,Airplane
Beech,H35,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,172M,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Aero Commander,500S,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Beech,E18S,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Piper,PA-18-150,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,337D,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Hughes,369D,0.0,2.0,0.0,0.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Turbo Shaft,Helicopter
Air Tractor,AT-301,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Beech,E-33,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Beech,58,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Piper,PA-12,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Hiller,UH12L4,0.0,1.0,1.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Helicopter
Beech,E18S,0.0,1.0,1.0,0.0,Non-Fatal,Destroyed,Cruise,VMC,2.0,Reciprocating,Airplane
Piper,PA-38,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172,2.0,0.0,1.0,0.0,Fatal(2),Destroyed,Approach,VMC,1.0,Reciprocating,Airplane
Piper,PA-18,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,207,0.0,0.0,0.0,1.0,Incident,Minor,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Piper,PA-28R-201,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,152,2.0,0.0,1.0,0.0,Fatal(2),Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,172F,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Grumman,G-164A,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Beech,P35,0.0,0.0,2.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Hughes,269A,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Helicopter
Lake,LA-4,0.0,0.0,0.0,5.0,Non-Fatal,Destroyed,Unknown,VMC,1.0,Reciprocating,Airplane
Luscombe,8E,0.0,1.0,1.0,0.0,Non-Fatal,Destroyed,Climb,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,1.0,1.0,0.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Eaa,BIPLANE,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Piper,PA-22,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Maneuvering,IMC,1.0,Reciprocating,Airplane
Cessna,172N,0.0,0.0,1.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,180,0.0,0.0,1.0,1.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Taylorcraft,BC12-D,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Go-around,VMC,1.0,Reciprocating,Airplane
Cessna,150L,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Von Berg,VEE BEE 4,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-151,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Approach,VMC,1.0,Reciprocating,Airplane
Beech,C24R,3.0,0.0,0.0,0.0,Fatal(3),Destroyed,Approach,VMC,1.0,Reciprocating,Airplane
Bellanca,7GCAA,0.0,0.0,1.0,0.0,Non-Fatal,Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Menees,LP-49MS,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Climb,VMC,0.0,Unknown,Glider
Cessna,172XP,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,R182,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Beech,58TC,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Taylorcraft,DCO-65,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172P,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,150M,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Descent,VMC,1.0,Reciprocating,Airplane
Piper,PA-38,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,2.0,Reciprocating,Airplane
Cessna,A188B,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,421B,0.0,0.0,1.0,0.0,Incident,Minor,Descent,VMC,2.0,Turbo Prop,Airplane
Piper,PA-28RT-201T,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-22-160,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Ercoupe,415C,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Engineering & Research,415-C,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Climb,VMC,1.0,Reciprocating,Airplane
Cessna,210,0.0,0.0,2.0,0.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,T210L,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Bellanca,7GCBC,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172N,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-38-112,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,336,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Cessna,185,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Champion,7ECA,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,172N,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Unknown,VMC,1.0,Reciprocating,Airplane
Snow,AT-301A,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Piper,PA-18,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
North American,AT-6C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Gulfstream American,AA-5A,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152-II,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,T188C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Helio,H-395,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,172N,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-32R-300,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Go-around,VMC,1.0,Reciprocating,Airplane
Beech,60,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Piper,PA-25-260,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,A188A,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Enstrom,F-28F,0.0,0.0,3.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Helicopter
Grumman,G164A,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Bellanca,7ECA,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Unknown,VMC,1.0,Reciprocating,Airplane
Taylorcraft,BL-65,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Aeronca,7AC,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-32-260,0.0,0.0,1.0,6.0,Non-Fatal,Substantial,Descent,VMC,1.0,Reciprocating,Airplane
Mitsubishi,MU-2B-20,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,2.0,Turbo Prop,Airplane
Cessna,A185F,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,177RG,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Taxi,IMC,1.0,Reciprocating,Airplane
Piper,PA-28-235,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,210,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,185,0.0,1.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Smith,MINIPLANE,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Auster,A.O.P.6,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,195A,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-34-200T,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Cruise,VMC,2.0,Reciprocating,Airplane
Cessna,P210N,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,IMC,1.0,Reciprocating,Airplane
Cessna,177,0.0,2.0,0.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,150M,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-25-235,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Air & Space,18A,0.0,0.0,1.0,1.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Gyrocraft
Piper,PA-18,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Unknown,VMC,1.0,Reciprocating,Airplane
Bell,47G-2,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Helicopter
Hiller,UH-12E,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Helicopter
Quicksilver,MXII,0.0,1.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Unknown,VMC,1.0,Reciprocating,Airplane
Grumman,AA-5A,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Beech,BE-33,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,150M,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Maule,BEE DEE M-4,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Swearingen,SA226TC,0.0,0.0,0.0,12.0,Non-Fatal,Substantial,Approach,VMC,2.0,Turbo Prop,Airplane
Eagle,DW-1,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Bell,47G-4A,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Helicopter
Cassutt,CASSUTT,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Mcdonnell Douglas,DC-10-30F,0.0,0.0,0.0,393.0,Incident,Minor,Takeoff,VMC,3.0,Turbo Fan,Airplane
Piper,PA-12,0.0,0.0,0.0,2.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-30,0.0,0.0,0.0,2.0,Non-Fatal,Destroyed,Takeoff,VMC,2.0,Reciprocating,Airplane
North American,AT-6A,0.0,0.0,2.0,2.0,Non-Fatal,Minor,Taxi,VMC,1.0,Reciprocating,Airplane
Mustang,II,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Hughes,369HS,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Turbo Shaft,Helicopter
Bell,206L-1,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Turbo Shaft,Helicopter
Cessna,172,0.0,0.0,3.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Bell,47G-2A,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Helicopter
Aeronca,65-TC,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,150-J,0.0,0.0,2.0,2.0,Non-Fatal,Substantial,Go-around,VMC,1.0,Reciprocating,Airplane
Beech,C24R,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Mooney,M-20F,0.0,0.0,1.0,3.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-160,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Descent,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,210M,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,180,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Bell,206B,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Turbo Shaft,Helicopter
Taylorcraft,BC-12-65,1.0,1.0,0.0,0.0,Fatal(1),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
